level_0,index,id,jid,jyear,jcase,jno,jdate_dt,jtitle,jtype,litigation_type,etl_datetime,source_id,source_cnt,source_id_v2,source_cnt_v2,精神慰撫金額,醫療費用,薪資收入,頭頸部,臉,胸部,腹部,背部,骨盆,上肢,下肢,其他,骨折,骨裂,擦挫傷,撕裂傷,鈍傷,損傷,胸部損傷,神經損傷,拉傷,扭傷,灼傷,脫位,壓迫,破缺損,腦震盪,壞死,內出血,水腫,瘀血,栓塞,剝離,截肢,衰竭,休克,失能,死亡,肇責 0/100,肇責 10/90,肇責 20/80,肇責 30/70,肇責 40/60,肇責 50/50,肇責 60/40,肇責 70/30,肇責 80/20,肇責 90/10,肇責 100/0,未滿18歲(高中以下),18-24歲(大學、研究所),25-29歲,30-39歲,40-49歲,50-59歲,60-64歲,65歲以上(退休)
3713,3713,791601,"TYDV,106,重訴,57,20190628,1",106,重訴,57,1561680000000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,3713,1,3713,1,1000000.0,440630,45589,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,3714,797600,"TYDV,108,訴,402,20190508,1",108,訴,402,1557273600000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,3714,1,3714,1,90000.0,4915,70000,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,3715,823081,"ULDV,107,訴,396,20181112,1",107,訴,396,1541980800000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,3715,1,3715,1,250000.0,78032,70000,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3716,3716,823116,"ULDV,107,訴,524,20190426,1",107,訴,524,1556236800000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,3716,1,3716,1,60000.0,19488,21009,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,3717,823159,"ULDV,107,重訴,5,20190627,1",107,重訴,5,1561593600000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,3717,1,3717,1,1000000.0,21946,21009,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,3718,30179,"CHDV,106,訴,321,20190426,1",106,訴,321,1556236800000,損害賠償,臺灣彰化地方法院,民事判決,1688136019337,3718,1,3718,1,200000.0,11958,150000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,3719,45918,"CPEV,108,竹北簡,36,20190605,1",108,竹北簡,36,1559692800000,損害賠償,竹北簡易庭(含竹東),民事判決,1688136019337,3719,1,3719,1,20000.0,980,150000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,3720,100707,"CYDV,108,國,1,20190527,1",108,國,1,1558915200000,國家賠償,臺灣嘉義地方法院,民事判決,1688136019337,3720,1,3720,1,20000.0,166215,150000,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,3721,246977,"MLDV,107,訴,51,20190227,1",107,訴,51,1551225600000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,3721,1,3721,1,100000.0,166215,47977,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3722,3722,322402,"PCDV,106,重訴,975,20190104,1",106,重訴,975,1546560000000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3722,1,3722,1,800000.0,269906,813139,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3723,3723,323923,"PCDV,107,訴,1313,20181127,1",107,訴,1313,1543276800000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3723,1,3723,1,80000.0,98752,21009,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,3724,324175,"PCDV,107,訴,2424,20181121,1",107,訴,2424,1542758400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3724,1,3724,1,300000.0,6262,60000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,3725,404241,"SJEV,108,重小,99,20190430,1",108,重小,99,1556582400000,侵權行為損害賠償,三重簡易庭,民事判決,1688136019337,3725,1,3725,1,20000.0,1358,60000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,3726,425626,"SLDV,107,訴,317,20181102,1",107,訴,317,1541116800000,損害賠償,臺灣士林地方法院,民事判決,1688136019337,3726,1,3726,1,20000.0,1358,60000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,3727,441592,"SSEV,108,新簡,302,20191031,2",108,新簡,302,1572480000000,損害賠償,新市簡易庭,民事判決,1688136019337,3727,1,3727,1,50000.0,1358,60000,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,3728,507473,"TCDV,107,訴,158,20180607,1",107,訴,158,1528329600000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3728,1,3728,1,30000.0,7638,70000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3729,3729,544266,"TCHV,107,上易,613,20190312,1",107,上易,613,1552348800000,損害賠償,臺灣高等法院臺中分院,民事判決,1688136019337,3729,1,3729,1,400000.0,7739,15840,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,3730,589076,"TNDV,106,重訴,190,20181227,2",106,重訴,190,1545868800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,3730,1,3730,1,2000000.0,427550,26000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,3731,596648,"TNEV,107,南簡,1569,20190131,1",107,南簡,1569,1548892800000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,3731,1,3731,1,30000.0,6030,30000,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,3732,647687,"TPDV,106,訴,4809,20181116,3",106,訴,4809,1542326400000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,3732,1,3732,1,300000.0,162748,30000,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3733,3733,649638,"TPDV,107,訴,2692,20180906,2",107,訴,2692,1536192000000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,3733,1,3733,1,80000.0,1920,55129,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,3734,652835,"TPDV,108,訴,950,20190814,1",108,訴,950,1565740800000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,3734,1,3734,1,8000.0,34835,60000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,3736,793729,"TYDV,107,訴,1775,20181121,1",107,訴,1775,1542758400000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,3736,1,3736,1,100000.0,17020,60000,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,3737,804748,"TYEV,106,桃訴,9,20181222,1",106,桃訴,9,1545436800000,損害賠償,桃園簡易庭,民事判決,1688136019337,3737,1,3737,1,300000.0,5230,23100,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,3738,2267,"CDEV,108,橋簡,630,20191105,1",108,橋簡,630,1572912000000,損害賠償,橋頭簡易庭,民事判決,1688136019337,3738,1,3738,1,50000.0,56780,22000,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,3739,36300,"CLEV,107,壢小,706,20181003,2",107,壢小,706,1538524800000,損害賠償,中壢簡易庭,民事判決,1688136019337,3739,1,3739,1,50000.0,56780,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,3740,45478,"CPEV,107,竹北簡,212,20181224,1",107,竹北簡,212,1545609600000,損害賠償,竹北簡易庭(含竹東),民事判決,1688136019337,3740,1,3740,1,80000.0,64370,22000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,3741,78341,"CTDV,108,訴,268,20190614,1",108,訴,268,1560470400000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,3741,1,3741,1,30000.0,2456,35000,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,3742,142784,"ILDV,106,訴,522,20180731,1",106,訴,522,1532995200000,損害賠償,臺灣宜蘭地方法院,民事判決,1688136019337,3742,1,3742,1,30000.0,2456,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,3743,205842,"KSDV,106,訴,1578,20180706,1",106,訴,1578,1530835200000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,3743,1,3743,1,400000.0,48226,60000,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,3745,264672,"NTDV,106,訴,252,20181213,1",106,訴,252,1544659200000,侵權行為損害賠償,臺灣南投地方法院,民事判決,1688136019337,3745,1,3745,1,180000.0,48226,28000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3746,3746,322298,"PCDV,106,重勞訴,14,20181002,1",106,重勞訴,14,1538438400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3746,1,3746,1,500000.0,21910,31090,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3747,3747,324139,"PCDV,107,訴,2271,20190319,1",107,訴,2271,1552953600000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3747,1,3747,1,500000.0,44005,50000,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,3748,327363,"PCDV,108,訴,916,20190628,2",108,訴,916,1561680000000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3748,1,3748,1,500000.0,44005,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,3749,337401,"PCEV,107,板簡,2507,20190130,1",107,板簡,2507,1548806400000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,3749,1,3749,1,30000.0,111449,50000,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,3750,392592,"SCDV,107,訴,974,20190111,1",107,訴,974,1547164800000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,3750,1,3750,1,30000.0,111449,50000,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3751,3751,401421,"SDEV,107,沙簡,268,20180829,1",107,沙簡,268,1535500800000,損害賠償,沙鹿簡易庭,民事判決,1688136019337,3751,1,3751,1,50000.0,36099,20000,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,3752,504662,"TCDV,106,訴,3360,20180711,1",106,訴,3360,1531267200000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3752,1,3752,1,200000.0,99272,20000,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,3753,507797,"TCDV,107,訴,3086,20190620,1",107,訴,3086,1560988800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3753,1,3753,1,300000.0,131298,42000,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3754,3754,525649,"TCEV,108,中訴,22,20191021,1",108,中訴,22,1571616000000,損害賠償,臺中簡易庭,民事判決,1688136019337,3754,1,3754,1,300000.0,131298,42000,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3757,3757,597132,"TNEV,108,南簡,178,20190828,1",108,南簡,178,1566950400000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,3757,1,3757,1,10000.0,131298,22000,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3758,3758,662399,"TPEV,108,北小,292,20190517,1",108,北小,292,1558051200000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,3758,1,3758,1,10000.0,131298,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3759,3759,694336,"TPHV,107,上易,392,20180718,1",107,上易,392,1531872000000,侵權行為損害賠償,臺灣高等法院,民事判決,1688136019337,3759,1,3759,1,500000.0,257054,28000,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3760,3760,794423,"TYDV,108,原訴,23,20190708,1",108,原訴,23,1562544000000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,3760,1,3760,1,300000.0,17405,28000,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3761,3761,823043,"ULDV,107,訴,211,20180928,1",107,訴,211,1538092800000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,3761,1,3761,1,25000.0,2254,20000,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3762,3762,2214,"CDEV,108,橋簡,289,20190704,1",108,橋簡,289,1562198400000,損害賠償,橋頭簡易庭,民事判決,1688136019337,3762,1,3762,1,15000.0,2254,20000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,3763,100208,"CYDV,107,訴,321,20180615,1",107,訴,321,1529020800000,損害賠償,臺灣嘉義地方法院,民事判決,1688136019337,3763,1,3763,1,200000.0,8140,15000,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3765,3765,129610,"HUEV,108,虎簡,34,20190927,1",108,虎簡,34,1569542400000,損害賠償,虎尾簡易庭,民事判決,1688136019337,3765,1,3765,1,50000.0,4240,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,3767,246981,"MLDV,107,訴,531,20191028,1",107,訴,531,1572220800000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,3767,1,3767,1,90000.0,3008,15000,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,3768,247028,"MLDV,107,重訴,101,20190131,1",107,重訴,101,1548892800000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,3768,1,3768,1,200000.0,888871,15000,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,3769,322176,"PCDV,106,訴,3033,20180607,1",106,訴,3033,1528329600000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3769,1,3769,1,150000.0,16168,37966,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3772,3772,338471,"PCEV,108,板簡,1199,20190724,1",108,板簡,1199,1563926400000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,3772,1,3772,1,50000.0,3180,72000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3773,3773,504601,"TCDV,106,訴,2727,20180903,1",106,訴,2727,1535932800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3773,1,3773,1,300000.0,51598,24000,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,3778,590388,"TNDV,107,訴,918,20180910,1",107,訴,918,1536537600000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,3778,1,3778,1,50000.0,2268,60000,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3779,3779,591854,"TNDV,108,訴,816,20190918,1",108,訴,816,1568764800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,3779,1,3779,1,100000.0,71887,50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3780,3780,591890,"TNDV,108,訴,945,20190711,1",108,訴,945,1562803200000,侵權行為損害賠償,臺灣臺南地方法院,民事裁定,1688136019337,3780,1,3780,1,100000.0,71887,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3781,3781,805998,"TYEV,108,桃簡,593,20190830,1",108,桃簡,593,1567123200000,損害賠償,桃園簡易庭,民事判決,1688136019337,3781,1,3781,1,100000.0,1772,21009,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3782,3782,78420,"CTDV,108,訴,536,20191009,1",108,訴,536,1570579200000,損害賠償,臺灣橋頭地方法院,民事判決,1688136019337,3782,1,3782,1,100000.0,1772,21009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3783,3783,100181,"CYDV,107,訴,189,20181031,1",107,訴,189,1540944000000,損害賠償,臺灣嘉義地方法院,民事判決,1688136019337,3783,1,3783,1,500000.0,28050,21009,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3784,3784,143006,"ILDV,107,訴,266,20181227,1",107,訴,266,1545868800000,侵權行為損害賠償,臺灣宜蘭地方法院,民事判決,1688136019337,3784,1,3784,1,200000.0,1057,22000,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3785,3785,205926,"KSDV,106,重訴,292,20190920,1",106,重訴,292,1568937600000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,3785,1,3785,1,800000.0,1057,36485,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3786,3786,205972,"KSDV,107,勞訴,78,20190212,1",107,勞訴,78,1549929600000,給付職業災害補償金等,臺灣高雄地方法院,民事判決,1688136019337,3786,1,3786,1,800000.0,100506,21009,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,3788,215985,"KSEV,107,雄簡,2028,20190329,1",107,雄簡,2028,1553817600000,損害賠償,高雄簡易庭,民事判決,1688136019337,3788,1,3788,1,800000.0,100506,21009,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,3789,231208,"LTEV,108,羅簡,59,20190415,1",108,羅簡,59,1555286400000,侵權行為損害賠償,羅東簡易庭,民事判決,1688136019337,3789,1,3789,1,100000.0,59683,21009,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,3791,327238,"PCDV,108,訴,420,20190611,1",108,訴,420,1560211200000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,3791,1,3791,1,400000.0,206027,21009,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792,3792,393888,"SCDV,108,訴,422,20190904,1",108,訴,422,1567555200000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,3792,1,3792,1,100000.0,9178,38118,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,3794,507469,"TCDV,107,訴,1549,20190628,1",107,訴,1549,1561680000000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,3794,1,3794,1,50000.0,27877,38118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
